Soil Moisture,Temperature,Air Humidity (%),Status
46.94,31.85,52.48,ON
24.03,24.71,68.45,OFF
75.52,35.37,61.74,ON
76.5,37.77,58.83,ON
54.11,30.43,62.87,ON
50.9,31.39,54.57,ON
96.79,42.02,53.21,ON
44.47,26.99,64.01,ON
44.81,27.62,67.3,ON
57.29,32.49,61.16,ON
79.43,40.22,64.21,ON
81.86,38.9,59.78,ON
44.83,29.78,62.41,ON
56.17,33.49,62.17,ON
22.44,21.31,75.29,OFF
43.76,25.64,58.98,ON
33.19,22.62,64.63,ON
29.86,25.14,63.17,OFF
83.63,39.14,53.16,ON
34.15,21.82,62.12,ON
39.37,28.04,66.17,ON
57.32,32.45,58.24,ON
75.96,34.98,62.07,ON
59.62,35.25,56.55,ON
100.0,45.0,46.69,ON
48.51,29.83,68.09,ON
55.17,29.0,71.59,ON
55.51,28.85,63.81,ON
78.7,38.0,59.82,ON
60.14,29.62,70.91,ON
47.68,30.11,64.48,ON
31.05,21.49,72.93,ON
54.89,31.8,64.49,ON
78.03,37.83,63.9,ON
41.79,28.96,64.18,ON
60.58,31.3,62.72,ON
54.92,32.02,63.83,ON
67.27,32.39,53.82,ON
33.9,26.76,59.58,ON
96.93,43.85,60.5,ON
24.42,23.32,73.11,OFF
42.69,25.17,67.05,ON
68.76,36.63,53.26,ON
55.93,32.39,66.58,ON
66.6,35.71,58.98,ON
40.08,27.65,57.56,ON
48.5,29.16,65.6,ON
50.24,32.56,64.93,ON
81.39,39.1,60.92,ON
63.81,32.66,58.85,ON
65.93,34.66,56.6,ON
36.84,24.15,58.97,ON
69.38,34.89,66.67,ON
54.51,31.0,62.46,ON
77.78,37.58,65.29,ON
90.28,42.48,53.22,ON
43.86,32.05,69.33,ON
41.87,28.7,53.67,ON
32.72,26.96,64.64,ON
47.13,28.13,59.06,ON
42.36,26.53,61.05,ON
57.19,31.4,54.52,ON
47.11,30.84,58.28,ON
42.77,23.53,75.42,ON
71.29,34.32,56.59,ON
31.24,24.58,70.67,ON
58.66,32.15,50.95,ON
41.88,31.5,73.31,ON
64.49,35.24,58.77,ON
77.71,36.99,62.37,ON
43.94,25.03,71.18,ON
58.82,31.97,57.95,ON
53.58,28.47,65.04,ON
34.01,26.14,62.96,ON
54.82,31.77,57.52,ON
55.78,32.37,52.89,ON
58.26,36.64,57.51,ON
46.03,26.99,67.54,ON
51.88,30.18,66.54,ON
27.05,20.69,68.73,OFF
42.84,27.69,65.46,ON
61.12,36.52,59.64,ON
67.85,36.49,54.42,ON
41.55,27.24,55.97,ON
52.09,31.13,58.51,ON
54.56,28.95,54.63,ON
54.03,30.42,65.87,ON
60.82,33.42,72.41,ON
13.64,19.29,73.49,OFF
49.01,26.64,62.61,ON
54.78,32.09,60.83,ON
29.99,24.56,71.04,OFF
83.48,39.29,53.42,ON
53.23,30.98,62.08,ON
81.27,36.41,47.3,ON
34.19,22.3,61.04,ON
31.85,24.83,62.26,ON
54.49,30.01,65.18,ON
16.43,19.9,64.22,OFF
54.3,32.97,63.31,ON
51.94,30.24,62.77,ON
70.31,30.47,71.01,ON
64.02,33.9,54.28,ON
41.65,26.53,53.98,ON
28.05,22.95,54.05,OFF
84.25,42.07,54.01,ON
34.16,22.09,72.5,ON
29.09,24.21,66.4,OFF
28.3,26.63,67.31,OFF
72.35,35.45,58.48,ON
39.62,27.83,64.49,ON
34.93,27.41,56.0,ON
52.75,31.25,70.91,ON
45.86,27.39,65.98,ON
36.44,24.51,58.71,ON
65.08,36.01,48.57,ON
71.31,37.58,60.12,ON
69.71,34.34,58.85,ON
65.34,32.25,59.23,ON
58.05,29.85,69.26,ON
14.48,22.67,63.56,OFF
83.39,39.88,51.82,ON
56.04,36.53,61.7,ON
62.16,34.76,62.17,ON
72.3,37.57,51.01,ON
78.67,39.21,60.42,ON
58.37,34.51,69.1,ON
58.71,30.68,59.91,ON
38.02,30.72,58.53,ON
50.66,30.0,58.37,ON
32.92,23.47,70.18,ON
35.6,26.29,68.67,ON
32.13,26.82,58.35,ON
46.88,27.05,69.46,ON
70.98,37.43,63.92,ON
100.0,43.57,55.33,ON
53.79,30.12,51.0,ON
23.03,20.93,71.4,OFF
75.3,39.12,48.4,ON
43.98,25.98,68.11,ON
36.79,26.42,69.22,ON
54.2,30.57,66.45,ON
25.19,20.86,54.41,OFF
54.45,28.91,59.01,ON
48.23,27.06,67.47,ON
51.97,27.32,63.2,ON
57.63,34.08,51.93,ON
51.35,29.92,59.86,ON
50.33,30.42,61.72,ON
55.69,34.06,51.0,ON
58.31,30.05,70.5,ON
29.37,21.93,70.9,OFF
21.4,21.93,67.59,OFF
48.77,25.98,60.73,ON
21.35,20.25,66.29,OFF
51.75,28.68,59.53,ON
68.77,36.29,53.27,ON
62.14,32.79,61.07,ON
29.04,27.73,68.88,OFF
32.79,26.71,63.02,ON
56.57,30.26,59.78,ON
41.97,26.82,64.8,ON
43.67,27.4,67.47,ON
61.94,40.19,53.26,ON
30.25,21.06,60.46,ON
41.98,28.0,67.93,ON
34.0,21.03,60.57,ON
29.14,23.73,68.44,OFF
32.86,28.68,62.31,ON
63.55,33.25,55.57,ON
51.04,32.52,67.42,ON
32.42,24.59,70.23,ON
45.38,27.77,66.22,ON
17.22,19.66,70.4,OFF
35.33,24.43,67.72,ON
92.99,41.65,50.09,ON
48.2,26.8,61.11,ON
64.63,37.4,49.35,ON
48.69,28.82,64.17,ON
56.96,32.68,67.56,ON
63.27,32.23,58.75,ON
27.91,25.61,65.82,OFF
49.38,29.27,59.78,ON
81.58,39.29,54.07,ON
34.09,21.57,65.36,ON
38.67,27.39,56.25,ON
43.85,31.78,66.63,ON
55.38,29.88,62.05,ON
60.5,32.23,65.52,ON
75.35,35.33,60.32,ON
59.99,33.26,56.02,ON
48.76,29.76,60.56,ON
75.18,38.97,48.69,ON
64.08,35.33,62.75,ON
20.09,19.4,69.05,OFF
100.0,45.0,49.07,ON
85.4,39.96,48.49,ON
46.64,26.81,61.03,ON
57.56,32.01,55.26,ON
76.49,45.0,53.68,ON
46.56,33.6,54.58,ON
64.61,34.66,69.46,ON
72.09,40.11,60.86,ON
29.7,23.82,63.84,OFF
37.95,26.28,56.8,ON
68.43,31.63,60.46,ON
59.22,30.84,51.7,ON
68.48,33.98,64.92,ON
47.35,29.42,66.3,ON
44.22,28.29,70.27,ON
10.03,16.85,67.11,OFF
27.08,21.95,70.86,OFF
50.94,29.95,68.95,ON
66.49,32.18,58.51,ON
60.62,31.96,57.15,ON
47.44,28.47,69.66,ON
44.56,25.87,65.2,ON
54.34,30.64,63.74,ON
51.56,28.8,62.28,ON
78.09,40.9,49.22,ON
52.93,30.39,67.29,ON
20.38,20.73,57.41,OFF
24.55,23.22,71.06,OFF
80.38,40.23,54.47,ON
26.58,19.5,67.36,OFF
65.29,33.83,57.04,ON
44.63,26.57,66.69,ON
46.6,28.69,64.83,ON
47.32,28.12,71.18,ON
74.43,37.64,56.49,ON
46.14,26.88,62.96,ON
49.33,28.66,61.03,ON
19.38,19.63,68.74,OFF
54.13,33.41,57.71,ON
60.62,33.92,65.42,ON
54.78,32.17,67.55,ON
77.96,37.81,47.7,ON
51.1,29.56,55.82,ON
55.98,32.92,55.16,ON
82.97,41.45,58.44,ON
19.0,20.73,63.1,OFF
40.88,29.55,65.03,ON
78.52,41.11,62.19,ON
68.72,32.29,64.48,ON
63.57,34.93,53.82,ON
66.65,34.91,53.05,ON
56.54,32.74,47.02,ON
82.63,42.02,57.24,ON
57.56,30.43,55.47,ON
54.8,28.2,63.29,ON
53.18,33.17,61.25,ON
53.86,29.16,55.95,ON
26.86,21.69,71.71,OFF
65.41,35.03,53.8,ON
47.39,27.85,60.32,ON
86.44,37.75,51.44,ON
48.49,29.61,62.48,ON
58.42,30.96,58.1,ON
54.93,32.68,71.75,ON
37.49,25.23,61.64,ON
69.84,34.58,60.19,ON
88.1,41.01,53.99,ON
49.7,32.02,65.22,ON
43.99,30.01,62.01,ON
42.9,25.68,57.28,ON
12.15,24.25,66.45,OFF
46.44,28.28,65.23,ON
55.02,29.2,56.08,ON
71.1,38.11,51.92,ON
69.2,35.04,55.7,ON
41.67,31.81,62.2,ON
44.46,30.03,60.2,ON
72.48,36.35,46.93,ON
46.53,32.11,56.93,ON
39.8,28.64,68.49,ON
77.85,35.9,61.63,ON
70.75,38.0,60.47,ON
50.38,29.08,62.27,ON
38.12,26.27,75.1,ON
9.76,18.19,68.74,OFF
61.79,31.78,59.78,ON
32.07,21.96,64.47,ON
10.75,18.96,66.63,OFF
81.7,36.73,61.87,ON
62.96,28.74,52.34,ON
27.22,21.49,61.18,OFF
25.71,23.38,72.98,OFF
67.42,34.69,55.31,ON
32.44,27.27,58.0,ON
75.92,38.14,56.28,ON
62.33,32.17,56.96,ON
60.73,32.34,62.06,ON
58.09,29.56,56.29,ON
53.83,33.32,67.5,ON
67.61,32.52,53.93,ON
40.92,25.43,64.32,ON
51.72,30.2,62.16,ON
65.04,34.52,60.52,ON
61.26,30.37,61.47,ON
26.1,21.02,67.36,OFF
39.99,27.53,63.13,ON
55.06,33.78,66.26,ON
41.84,28.25,62.42,ON
85.49,40.6,60.46,ON
42.14,24.52,61.63,ON
46.76,27.79,63.31,ON
65.39,35.66,57.95,ON
56.61,34.15,64.52,ON
47.09,30.91,58.52,ON
34.87,25.74,61.1,ON
56.03,34.22,58.69,ON
70.78,42.0,54.7,ON
59.58,31.69,50.48,ON
34.44,23.8,61.42,ON
84.74,43.46,59.48,ON
21.07,21.79,65.65,OFF
18.35,20.73,66.35,OFF
69.21,36.55,60.92,ON
54.52,30.05,64.68,ON
39.01,24.63,73.92,ON
28.03,21.85,70.04,OFF
96.42,45.0,50.8,ON
52.34,27.83,63.58,ON
60.68,34.2,63.35,ON
56.36,30.79,66.33,ON
58.7,31.9,56.35,ON
60.8,34.73,62.51,ON
64.65,36.08,67.19,ON
42.5,28.43,62.07,ON
44.17,24.5,65.35,ON
15.18,22.7,61.76,OFF
34.39,27.94,57.93,ON
55.42,31.81,60.97,ON
70.9,36.29,62.17,ON
61.98,37.2,56.19,ON
43.19,29.85,67.62,ON
24.74,22.36,71.12,OFF
0.0,15.0,69.17,OFF
73.03,36.52,61.74,ON
38.22,28.82,62.06,ON
41.03,29.39,62.83,ON
52.63,27.56,68.83,ON
21.89,22.5,78.7,OFF
43.0,29.63,55.24,ON
90.47,39.13,54.87,ON
60.11,33.03,65.99,ON
57.18,28.6,61.62,ON
18.35,20.76,65.39,OFF
94.87,39.3,64.76,ON
21.54,20.1,67.64,OFF
88.45,40.31,59.75,ON
7.7,15.89,68.92,OFF
78.11,41.34,47.41,ON
82.36,40.78,52.98,ON
33.51,24.25,68.87,ON
58.45,30.67,62.56,ON
60.95,32.81,56.33,ON
33.72,23.06,76.48,ON
21.02,23.25,66.64,OFF
23.65,26.09,59.37,OFF
60.82,35.35,65.29,ON
48.3,30.15,66.49,ON
38.71,26.28,61.43,ON
69.34,34.99,62.28,ON
60.16,36.54,62.03,ON
34.89,24.32,67.72,ON
25.98,25.91,65.1,OFF
60.47,30.88,52.63,ON
39.25,26.18,62.67,ON
51.98,27.17,63.44,ON
81.53,39.78,53.22,ON
60.05,30.49,59.93,ON
32.75,28.16,66.61,ON
53.21,31.79,58.43,ON
30.95,25.36,56.3,ON
82.17,40.22,52.74,ON
38.77,24.45,62.65,ON
54.15,31.49,60.3,ON
56.15,35.52,52.55,ON
53.19,30.97,59.86,ON
10.83,16.21,65.89,OFF
21.07,17.62,73.33,OFF
40.95,25.86,63.52,ON
56.39,28.39,65.7,ON
47.24,30.83,62.88,ON
30.86,25.82,58.09,ON
23.03,20.16,67.69,OFF
41.97,28.82,71.06,ON
40.63,26.04,56.32,ON
60.26,32.99,64.95,ON
43.47,28.79,63.22,ON
62.05,32.73,52.81,ON
38.11,27.27,66.51,ON
44.88,25.09,69.96,ON
43.04,28.15,62.81,ON
34.35,25.24,66.39,ON
62.5,29.66,71.32,ON
33.73,21.5,64.07,ON
39.57,23.15,75.25,ON
48.54,30.39,69.98,ON
24.05,22.46,59.9,OFF
43.5,28.6,63.46,ON
35.77,23.08,66.49,ON
42.24,29.95,68.5,ON
48.8,31.61,66.88,ON
34.0,23.67,73.35,ON
45.6,31.03,53.28,ON
76.17,37.35,64.48,ON
49.48,26.29,67.06,ON
72.91,33.61,50.64,ON
56.93,33.55,66.44,ON
65.48,34.44,53.8,ON
34.51,27.12,67.6,ON
52.1,30.45,58.8,ON
52.68,31.34,60.17,ON
37.75,30.57,63.88,ON
33.54,27.86,62.24,ON
20.19,20.19,60.62,OFF
79.92,39.73,57.69,ON
30.55,25.15,59.14,ON
76.92,39.6,58.96,ON
40.65,27.34,57.34,ON
32.75,23.84,66.39,ON
62.45,33.73,61.58,ON
37.38,25.25,74.92,ON
61.37,36.78,48.25,ON
43.34,30.48,63.29,ON
59.61,32.48,54.21,ON
30.64,25.05,67.36,ON
66.63,34.66,58.64,ON
59.76,35.31,62.66,ON
31.61,26.58,71.13,ON
100.0,45.0,51.31,ON
60.8,34.98,58.94,ON
95.81,45.0,57.52,ON
82.01,41.95,52.18,ON
46.22,29.93,64.06,ON
41.75,27.83,67.5,ON
41.93,26.42,58.76,ON
13.4,15.88,62.85,OFF
36.08,25.77,65.42,ON
54.94,30.0,66.38,ON
80.52,39.28,48.91,ON
34.54,27.64,65.87,ON
67.64,35.64,56.79,ON
24.95,21.65,66.15,OFF
38.27,24.78,70.29,ON
40.85,24.39,66.07,ON
57.44,34.9,54.79,ON
59.15,29.19,62.42,ON
69.25,33.9,58.49,ON
65.42,30.0,60.6,ON
54.86,30.83,67.4,ON
57.81,31.66,57.73,ON
81.77,38.72,52.8,ON
39.78,26.81,65.17,ON
65.49,33.01,63.39,ON
13.84,17.32,68.94,OFF
58.23,36.1,52.18,ON
40.34,26.43,64.68,ON
50.05,31.83,73.02,ON
70.8,34.57,62.09,ON
53.29,34.21,51.16,ON
67.7,38.34,52.24,ON
79.48,39.3,56.88,ON
57.78,30.14,64.63,ON
73.42,37.2,54.2,ON
43.47,28.14,73.94,ON
49.84,30.43,64.43,ON
39.55,24.91,66.72,ON
70.86,33.21,66.36,ON
58.28,32.81,61.54,ON
39.86,26.94,54.01,ON
53.09,30.93,59.47,ON
70.83,38.3,53.82,ON
49.21,26.81,62.23,ON
31.02,26.33,64.77,ON
52.64,29.31,65.88,ON
10.39,17.33,65.74,OFF
65.38,32.96,56.4,ON
41.57,27.65,63.02,ON
40.61,23.37,68.85,ON
67.51,34.12,62.28,ON
22.7,20.78,70.53,OFF
88.94,44.21,59.02,ON
40.4,27.42,61.74,ON
39.53,28.25,68.65,ON
70.42,36.14,59.99,ON
64.17,32.15,61.5,ON
99.02,45.0,62.01,ON
45.78,27.04,62.18,ON
47.59,28.23,59.23,ON
20.41,21.49,74.43,OFF
43.36,29.9,61.84,ON
35.57,25.27,70.37,ON
41.02,30.33,63.8,ON
15.12,18.39,60.2,OFF
83.21,41.29,56.63,ON
21.67,21.51,70.22,OFF
0.0,18.09,68.78,OFF
26.23,23.3,69.14,OFF
37.92,22.62,72.39,ON
27.01,25.28,72.19,OFF
71.97,36.43,62.1,ON
47.24,28.07,58.94,ON
50.51,32.6,61.06,ON
62.21,33.0,56.63,ON
55.72,32.92,57.95,ON
69.57,34.33,57.02,ON
27.81,21.67,66.73,OFF
39.05,30.34,62.91,ON
63.32,32.42,70.97,ON
0.0,15.0,72.24,OFF
22.5,18.33,77.91,OFF
60.02,36.27,58.17,ON
40.4,27.91,67.09,ON
68.72,36.09,56.57,ON
66.18,36.81,58.1,ON
26.04,20.15,64.33,OFF
58.13,31.36,64.65,ON
74.03,37.03,53.89,ON
52.95,27.79,61.84,ON
30.45,26.76,65.05,ON
67.59,35.24,61.03,ON
62.71,33.17,62.72,ON
60.85,33.73,57.39,ON
64.32,32.79,53.53,ON
0.0,15.09,59.65,OFF
67.62,42.14,50.25,ON
86.16,42.06,51.48,ON
58.73,35.96,54.96,ON
53.85,30.45,57.52,ON
63.93,32.68,62.7,ON
56.76,32.65,59.04,ON
63.04,31.23,60.58,ON
50.03,25.39,60.83,ON
34.67,26.86,72.04,ON
29.91,25.26,63.47,OFF
30.04,25.68,52.84,ON
22.54,21.82,63.02,OFF
28.65,27.55,56.83,OFF
85.23,40.39,48.76,ON
65.08,33.42,62.26,ON
37.5,20.24,79.77,ON
42.19,27.56,57.42,ON
52.25,32.34,58.5,ON
36.89,26.08,60.43,ON
51.35,32.65,49.59,ON
65.55,39.26,62.17,ON
49.29,29.44,57.58,ON
56.72,34.48,63.13,ON
67.73,32.15,67.31,ON
44.56,30.43,61.14,ON
55.7,31.84,55.63,ON
43.81,27.7,49.58,ON
49.43,29.5,65.6,ON
43.51,27.74,74.07,ON
39.42,26.21,62.02,ON
53.47,31.44,63.46,ON
61.33,33.05,58.23,ON
52.93,28.57,59.83,ON
59.97,33.83,67.39,ON
35.24,24.36,66.24,ON
25.93,24.87,65.14,OFF
58.34,32.43,61.18,ON
63.76,34.38,59.99,ON
51.0,26.2,56.22,ON
76.96,35.57,57.81,ON
68.15,37.33,66.2,ON
100.0,43.53,57.86,ON
45.98,27.73,60.55,ON
30.02,23.45,66.9,ON
35.2,28.29,69.33,ON
38.69,27.36,65.25,ON
59.52,35.48,71.19,ON
6.84,16.52,71.76,OFF
76.37,38.34,58.22,ON
45.21,26.16,58.9,ON
45.06,30.88,53.12,ON
28.41,23.74,70.9,OFF
47.72,29.4,60.38,ON
50.26,30.76,57.72,ON
47.56,32.16,63.52,ON
56.78,31.61,57.97,ON
38.21,29.79,65.66,ON
32.08,22.92,67.45,ON
60.97,34.13,56.39,ON
51.97,34.61,60.52,ON
53.94,30.2,54.5,ON
71.18,36.84,60.09,ON
29.55,25.62,62.06,OFF
32.9,24.59,65.06,ON
75.14,34.54,65.44,ON
20.34,18.99,68.76,OFF
23.81,23.31,62.74,OFF
66.36,36.69,62.92,ON
54.76,33.0,59.97,ON
52.1,32.92,66.26,ON
48.17,29.59,58.51,ON
50.63,30.6,60.15,ON
48.16,26.41,59.24,ON
77.11,38.77,50.13,ON
42.04,28.84,63.51,ON
46.77,27.87,60.16,ON
85.89,42.05,51.06,ON
50.55,26.53,64.76,ON
94.64,44.89,47.77,ON
47.9,29.97,61.61,ON
77.35,42.43,51.92,ON
16.89,22.89,75.45,OFF
53.07,33.94,55.46,ON
18.31,22.13,59.93,OFF
66.89,36.36,55.42,ON
25.74,20.36,68.56,OFF
55.68,31.03,56.99,ON
44.36,31.96,58.05,ON
26.84,20.14,61.54,OFF
17.61,19.38,64.13,OFF
39.78,24.1,67.24,ON
84.81,43.35,58.43,ON
44.13,27.11,65.72,ON
68.34,38.59,61.66,ON
48.86,28.83,62.3,ON
67.53,34.25,62.67,ON
13.46,21.6,69.07,OFF
41.94,29.46,62.22,ON
68.99,30.26,49.65,ON
46.73,29.92,61.22,ON
48.27,30.68,66.2,ON
41.39,27.84,59.27,ON
72.99,35.58,67.74,ON
55.95,31.84,65.03,ON
50.88,29.47,69.91,ON
62.86,34.28,68.25,ON
61.76,33.12,49.62,ON
54.25,30.03,66.77,ON
80.94,39.61,57.47,ON
48.79,31.24,67.17,ON
55.56,32.25,65.54,ON
37.14,25.03,62.11,ON
53.0,31.57,56.13,ON
81.76,41.67,50.03,ON
37.13,29.33,63.25,ON
27.33,25.61,59.97,OFF
69.94,37.06,52.99,ON
47.02,27.09,60.68,ON
51.92,27.84,64.93,ON
49.1,29.32,58.4,ON
51.58,27.66,68.65,ON
67.01,33.53,55.97,ON
33.22,24.63,72.06,ON
29.76,22.96,61.12,OFF
51.7,29.85,61.08,ON
17.87,17.71,69.89,OFF
22.54,22.22,61.85,OFF
87.33,43.19,50.41,ON
65.15,33.45,61.17,ON
49.8,31.39,58.83,ON
74.76,42.75,51.51,ON
29.19,23.57,63.77,OFF
43.69,29.41,63.27,ON
62.47,34.13,55.32,ON
67.81,37.28,65.95,ON
60.26,29.64,52.8,ON
0.0,15.0,71.2,OFF
30.64,24.48,64.57,ON
59.54,34.64,57.44,ON
42.88,28.13,56.12,ON
100.0,41.67,58.1,ON
68.53,33.91,51.29,ON
61.16,31.76,63.55,ON
27.66,24.08,65.04,OFF
49.29,28.26,60.35,ON
54.82,30.09,55.56,ON
72.56,38.94,53.03,ON
67.62,37.96,45.47,ON
70.66,35.37,61.86,ON
31.52,25.31,65.51,ON
78.24,34.71,61.74,ON
22.39,22.11,60.73,OFF
39.28,29.16,59.52,ON
58.62,33.64,62.79,ON
47.0,29.3,63.59,ON
29.88,23.19,71.59,OFF
33.57,23.78,67.86,ON
19.03,20.35,69.47,OFF
60.64,30.09,62.64,ON
75.21,40.78,62.56,ON
47.99,30.53,59.29,ON
41.99,27.39,60.34,ON
20.55,19.93,68.11,OFF
68.26,35.34,58.61,ON
94.23,44.86,51.86,ON
14.05,21.24,71.65,OFF
28.73,21.81,68.85,OFF
36.41,23.98,63.09,ON
38.71,30.77,72.33,ON
54.55,33.64,56.97,ON
82.28,41.1,58.28,ON
70.17,35.77,54.28,ON
60.55,35.01,56.29,ON
35.52,23.11,64.38,ON
27.61,26.35,73.49,OFF
34.06,25.15,65.45,ON
80.96,40.87,56.42,ON
48.77,30.92,54.25,ON
41.06,27.06,64.91,ON
46.32,28.55,57.72,ON
66.49,37.39,54.18,ON
23.74,24.18,67.71,OFF
78.3,34.94,56.68,ON
53.13,27.55,71.03,ON
45.67,26.81,70.37,ON
58.86,30.87,62.4,ON
54.37,29.07,62.92,ON
43.12,28.48,62.01,ON
44.95,27.56,65.09,ON
32.62,27.2,66.03,ON
63.13,36.84,56.62,ON
39.36,26.75,58.13,ON
30.87,27.63,64.71,ON
53.32,31.04,62.26,ON
76.58,37.11,54.37,ON
49.03,29.84,61.82,ON
37.84,28.24,58.97,ON
58.08,29.19,65.5,ON
88.73,41.2,56.06,ON
20.96,21.88,67.79,OFF
57.64,33.02,63.81,ON
54.1,30.49,72.66,ON
73.23,37.95,57.43,ON
69.82,36.53,61.02,ON
46.27,27.7,68.81,ON
16.31,24.26,64.98,OFF
66.13,35.72,63.06,ON
33.3,24.33,71.68,ON
31.07,23.18,66.16,ON
72.97,38.95,70.84,ON
31.78,24.74,56.42,ON
78.06,43.51,50.03,ON
56.72,31.14,55.49,ON
56.38,29.43,68.09,ON
56.15,31.79,62.32,ON
17.23,20.52,63.94,OFF
14.47,15.1,74.93,OFF
54.31,30.67,60.14,ON
61.36,32.67,73.55,ON
51.65,29.76,59.62,ON
33.57,23.81,71.16,ON
50.38,27.43,58.51,ON
48.36,31.02,64.08,ON
30.86,23.09,63.9,ON
70.28,34.04,53.07,ON
15.39,18.1,58.89,OFF
61.77,32.59,59.02,ON
57.69,32.52,65.4,ON
70.19,37.39,57.76,ON
29.89,22.06,59.68,OFF
52.03,29.65,69.26,ON
93.42,40.34,57.92,ON
63.24,27.19,67.6,ON
52.01,30.92,63.69,ON
60.78,36.27,70.92,ON
51.72,31.56,61.97,ON
93.82,42.13,50.72,ON
69.67,36.09,63.74,ON
48.29,27.14,52.8,ON
55.05,31.27,62.68,ON
42.18,26.8,62.03,ON
74.2,35.55,65.08,ON
21.88,22.37,66.81,OFF
17.91,25.57,60.88,OFF
79.17,42.08,55.45,ON
93.06,42.77,47.79,ON
59.37,34.58,68.49,ON
52.25,32.4,59.41,ON
63.15,32.65,63.86,ON
37.06,27.41,60.41,ON
53.42,28.15,65.31,ON
50.78,28.62,62.41,ON
62.53,34.24,69.09,ON
18.84,19.82,60.75,OFF
39.86,30.47,59.65,ON
66.9,36.37,55.64,ON
36.49,25.18,58.74,ON
30.13,23.1,65.5,ON
90.84,42.63,58.69,ON
50.76,28.12,59.49,ON
38.42,27.72,63.31,ON
16.15,17.1,72.01,OFF
64.59,35.62,61.38,ON
63.98,33.87,57.09,ON
44.02,29.04,50.52,ON
27.96,21.36,64.95,OFF
49.51,30.34,72.14,ON
33.28,29.81,57.42,ON
31.16,23.43,60.68,ON
47.94,30.02,63.01,ON
28.97,26.7,64.01,OFF
54.93,33.0,56.76,ON
62.16,34.51,59.22,ON
33.21,22.93,65.42,ON
22.64,19.24,70.32,OFF
81.23,39.47,58.52,ON
31.19,23.43,60.53,ON
36.8,26.0,67.88,ON
54.26,31.69,59.89,ON
61.99,32.24,57.46,ON
44.87,29.45,67.56,ON
59.22,36.48,57.97,ON
41.98,25.58,62.85,ON
30.58,23.23,64.74,ON
78.53,38.46,59.57,ON
99.77,45.0,53.91,ON
83.92,37.8,60.7,ON
52.84,28.72,53.64,ON
86.67,36.67,63.65,ON
57.11,31.25,60.83,ON
40.45,28.5,65.68,ON
59.33,34.93,66.03,ON
48.11,30.15,68.76,ON
30.34,22.9,59.4,ON
32.03,26.02,69.46,ON
66.04,35.22,60.19,ON
13.07,15.08,76.11,OFF
62.08,31.17,53.41,ON
17.41,23.25,61.1,OFF
7.58,17.92,70.53,OFF
13.22,16.22,65.77,OFF
89.34,43.44,52.0,ON
46.08,30.95,68.48,ON
51.73,29.65,73.36,ON
78.39,39.83,55.15,ON
68.68,28.12,67.89,ON
22.17,23.6,66.69,OFF
67.38,37.56,62.16,ON
53.68,28.86,65.35,ON
43.17,28.51,56.7,ON
50.49,29.47,68.77,ON
75.6,37.47,53.22,ON
32.28,23.83,59.2,ON
58.02,29.74,68.15,ON
49.81,33.72,58.08,ON
14.06,18.6,73.05,OFF
33.95,25.4,67.48,ON
53.86,29.14,57.7,ON
75.95,35.71,50.57,ON
70.03,36.83,66.69,ON
61.94,34.64,62.69,ON
33.69,26.86,71.21,ON
86.02,43.01,53.29,ON
54.3,30.87,67.7,ON
29.87,23.07,74.72,OFF
46.34,30.4,60.52,ON
67.92,34.1,58.2,ON
50.15,31.79,61.39,ON
67.74,36.07,58.17,ON
72.07,38.93,43.34,ON
58.01,33.74,55.0,ON
32.85,22.74,67.76,ON
52.71,29.08,64.02,ON
50.9,31.74,62.24,ON
87.19,44.97,51.51,ON
17.47,17.6,59.28,OFF
47.3,29.24,63.07,ON
38.32,27.06,64.83,ON
56.7,28.96,58.09,ON
1.25,16.33,71.96,OFF
72.3,36.5,59.38,ON
50.27,25.89,61.76,ON
13.11,22.18,66.08,OFF
42.78,26.11,68.52,ON
62.18,31.09,62.81,ON
18.17,21.29,62.57,OFF
50.06,31.13,69.16,ON
28.85,25.13,70.73,OFF
38.88,25.89,60.38,ON
50.53,30.14,58.33,ON
53.67,29.64,59.05,ON
40.59,24.56,68.2,ON
55.46,33.8,63.11,ON
66.36,34.7,62.12,ON
44.42,27.96,66.78,ON
78.63,34.59,52.82,ON
79.24,38.42,54.15,ON
41.43,25.74,55.0,ON
37.24,25.82,68.7,ON
16.72,19.58,73.33,OFF
47.47,28.35,68.47,ON
42.73,29.7,60.18,ON
65.58,35.57,60.33,ON
19.81,23.2,68.01,OFF
44.45,25.69,72.17,ON
69.37,34.51,49.73,ON
35.39,25.54,68.39,ON
34.75,24.61,63.54,ON
21.06,21.16,65.55,OFF
100.0,42.64,57.57,ON
35.05,24.08,67.71,ON
23.99,18.91,64.4,OFF
33.92,23.4,68.57,ON
34.51,26.74,65.98,ON
44.61,27.96,71.48,ON
66.51,37.96,58.47,ON
44.03,27.02,67.71,ON
31.54,24.7,57.77,ON
20.97,18.87,66.41,OFF
50.44,35.33,53.94,ON
50.85,29.9,61.81,ON
80.62,40.84,64.03,ON
51.85,31.38,52.54,ON
48.02,28.24,61.51,ON
28.99,21.03,67.15,OFF
43.88,28.48,60.38,ON
41.23,26.26,71.18,ON
42.6,27.47,69.12,ON
30.81,25.55,69.73,ON
60.77,33.39,58.45,ON
47.15,29.9,61.53,ON
45.99,29.1,65.16,ON
15.72,16.78,70.65,OFF
59.87,35.75,54.45,ON
